birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual 
US,US,US,,,,,,,,,,,US,,,3169,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3173,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3175,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3176,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3181,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3182,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3183,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3185,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3187,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3188,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3189,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3193,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3198,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3199,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3200,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3201,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3205,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3208,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3217,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3222,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3224,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3226,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3227,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3229,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3232,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3234,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3239,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3244,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3245,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3248,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3253,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3255,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3258,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3265,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3267,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3270,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3272,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3277,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3278,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3279,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3306,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3308,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3310,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3314,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3323,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3324,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3343,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3347,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3349,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3350,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3354,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3360,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3376,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3380,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3382,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3384,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3387,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3388,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3389,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3390,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3391,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3392,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3393,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3394,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3395,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3397,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3398,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3401,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3404,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3409,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3410,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3411,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3412,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3414,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3416,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3417,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3419,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3420,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3423,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3429,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3431,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3433,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3437,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3440,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3442,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3445,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3446,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3447,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3449,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3454,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3459,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3463,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3464,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3465,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3466,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3467,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3468,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3469,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3470,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3471,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3473,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3476,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3478,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3479,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3480,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3483,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3484,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3495,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3496,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3497,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3498,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3501,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3504,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3505,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3507,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3508,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3509,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3510,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3512,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3515,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3516,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3518,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3519,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3522,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3526,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3527,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3528,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3531,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3533,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3536,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3540,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3541,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3542,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3544,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3546,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3547,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3549,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3551,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3553,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3554,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3557,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3558,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3562,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3564,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3565,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3568,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3570,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3571,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3572,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3575,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3577,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3581,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3582,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3583,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3584,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3588,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3589,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3590,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3592,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3594,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3596,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3597,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3599,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3600,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3602,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3603,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3605,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3607,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3608,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3610,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3611,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3612,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3613,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3614,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3615,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3617,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3619,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3621,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3622,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3625,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3627,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3628,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3629,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3631,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3633,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3635,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3637,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3638,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3644,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3646,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3647,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3648,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3653,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3658,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3659,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3662,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3664,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3665,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3666,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3668,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3669,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3671,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3673,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3675,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3676,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3677,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3678,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3681,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3685,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3687,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3688,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3689,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3691,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3692,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3694,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3698,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3699,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3700,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3701,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3702,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3707,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3708,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3709,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3710,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3713,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3717,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3718,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3719,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3720,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3722,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3724,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3725,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3727,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3730,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3732,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3733,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3736,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3738,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3739,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3740,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3744,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3745,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3747,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3749,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3750,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3751,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3755,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3756,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3758,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3760,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3762,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3763,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3764,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3766,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3768,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3769,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3772,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3773,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3774,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3776,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3779,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3780,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3782,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3784,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3787,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3789,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3790,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3794,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3796,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3798,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3801,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3802,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3803,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3805,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3807,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3809,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3810,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3811,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3812,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3815,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3816,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,3817,Organization,,,,,,,,,,,,,,False
